indicador,fuente,nombre,unidad,anio,region,region_nombre,est,li,ls,cobertura
casen_pobreza_n24,CASEN (MDSF),Pobreza por ingresos — metodología 2024 (%),%,2024,15,Arica y Parinacota,21.43,19.09,23.77,regional
casen_pobreza_n24,CASEN (MDSF),Pobreza por ingresos — metodología 2024 (%),%,2024,16,Ñuble,23.9,22.21,25.58,regional
casen_ratio_90_10,CASEN (MDSF),Desigualdad p90/p10 (veces),veces,2013,0,Nacional,6.83,,,nacional
casen_ratio_90_10,CASEN (MDSF),Desigualdad p90/p10 (veces),veces,2015,0,Nacional,6.51,,,nacional
casen_ratio_90_10,CASEN (MDSF),Desigualdad p90/p10 (veces),veces,2017,0,Nacional,6.43,,,nacional
casen_ratio_90_10,CASEN (MDSF),Desigualdad p90/p10 (veces),veces,2022,0,Nacional,6.37,,,nacional
casen_ratio_90_10,CASEN (MDSF),Desigualdad p90/p10 (veces),veces,2024,0,Nacional,6.43,,,nacional
den_est,ENUSC 2024 (INE),Tasa de denuncia: estafa (%),%,2024,0,Nacional,24.36,19.9,28.82,regional
den_est,ENUSC 2024 (INE),Tasa de denuncia: estafa (%),%,2024,1,Tarapacá,15.88,7.85,23.91,regional
den_est,ENUSC 2024 (INE),Tasa de denuncia: estafa (%),%,2024,2,Antofagasta,24.08,12.52,35.65,regional
den_est,ENUSC 2024 (INE),Tasa de denuncia: estafa (%),%,2024,3,Atacama,35.65,18.98,52.33,regional
den_est,ENUSC 2024 (INE),Tasa de denuncia: estafa (%),%,2024,4,Coquimbo,14.05,2.36,25.75,regional
den_est,ENUSC 2024 (INE),Tasa de denuncia: estafa (%),%,2024,5,Valparaíso,22.3,12.62,31.97,regional
den_est,ENUSC 2024 (INE),Tasa de denuncia: estafa (%),%,2024,6,O'Higgins,29.23,14.37,44.08,regional
den_est,ENUSC 2024 (INE),Tasa de denuncia: estafa (%),%,2024,7,Maule,36.24,20.26,52.22,regional
den_est,ENUSC 2024 (INE),Tasa de denuncia: estafa (%),%,2024,8,Biobío,23.6,13.94,33.27,regional
den_est,ENUSC 2024 (INE),Tasa de denuncia: estafa (%),%,2024,9,La Araucanía,31.91,20.43,43.39,regional
den_est,ENUSC 2024 (INE),Tasa de denuncia: estafa (%),%,2024,10,Los Lagos,18.81,4.46,33.16,regional
den_est,ENUSC 2024 (INE),Tasa de denuncia: estafa (%),%,2024,11,Aysén,24.09,7.94,40.24,regional
den_est,ENUSC 2024 (INE),Tasa de denuncia: estafa (%),%,2024,12,Magallanes,22.91,9.78,36.05,regional
den_est,ENUSC 2024 (INE),Tasa de denuncia: estafa (%),%,2024,13,Metropolitana,25.8,17.75,33.85,regional
den_est,ENUSC 2024 (INE),Tasa de denuncia: estafa (%),%,2024,14,Los Ríos,24.9,9.6,40.19,regional
den_est,ENUSC 2024 (INE),Tasa de denuncia: estafa (%),%,2024,15,Arica y Parinacota,9.82,2.77,16.88,regional
den_est,ENUSC 2024 (INE),Tasa de denuncia: estafa (%),%,2024,16,Ñuble,15.17,2.48,27.87,regional
den_hur,ENUSC 2024 (INE),Tasa de denuncia: hurto (%),%,2024,0,Nacional,20.34,17.5,23.17,regional
den_hur,ENUSC 2024 (INE),Tasa de denuncia: hurto (%),%,2024,1,Tarapacá,12.39,3.98,20.8,regional
den_hur,ENUSC 2024 (INE),Tasa de denuncia: hurto (%),%,2024,2,Antofagasta,18.1,5.88,30.32,regional
den_hur,ENUSC 2024 (INE),Tasa de denuncia: hurto (%),%,2024,3,Atacama,37.39,16.37,58.41,regional
den_hur,ENUSC 2024 (INE),Tasa de denuncia: hurto (%),%,2024,4,Coquimbo,27.82,17.31,38.32,regional
den_hur,ENUSC 2024 (INE),Tasa de denuncia: hurto (%),%,2024,5,Valparaíso,19.67,14.01,25.33,regional
den_hur,ENUSC 2024 (INE),Tasa de denuncia: hurto (%),%,2024,6,O'Higgins,27,15.87,38.13,regional
den_hur,ENUSC 2024 (INE),Tasa de denuncia: hurto (%),%,2024,7,Maule,23.82,10.38,37.26,regional
den_hur,ENUSC 2024 (INE),Tasa de denuncia: hurto (%),%,2024,8,Biobío,22.91,11.83,33.98,regional
den_hur,ENUSC 2024 (INE),Tasa de denuncia: hurto (%),%,2024,9,La Araucanía,25.56,14.22,36.9,regional
den_hur,ENUSC 2024 (INE),Tasa de denuncia: hurto (%),%,2024,10,Los Lagos,25.53,13.63,37.44,regional
den_hur,ENUSC 2024 (INE),Tasa de denuncia: hurto (%),%,2024,11,Aysén,25.37,-1.96,52.7,regional
den_hur,ENUSC 2024 (INE),Tasa de denuncia: hurto (%),%,2024,12,Magallanes,20.81,2.91,38.71,regional
den_hur,ENUSC 2024 (INE),Tasa de denuncia: hurto (%),%,2024,13,Metropolitana,19.15,14.89,23.41,regional
den_hur,ENUSC 2024 (INE),Tasa de denuncia: hurto (%),%,2024,14,Los Ríos,12.78,2.47,23.09,regional
den_hur,ENUSC 2024 (INE),Tasa de denuncia: hurto (%),%,2024,15,Arica y Parinacota,24.26,13.31,35.22,regional
den_hur,ENUSC 2024 (INE),Tasa de denuncia: hurto (%),%,2024,16,Ñuble,21.98,12.09,31.86,regional
den_rddv,ENUSC 2024 (INE),Tasa de denuncia: robo desde vehículo (%),%,2024,0,Nacional,22.05,18.96,25.15,regional
den_rddv,ENUSC 2024 (INE),Tasa de denuncia: robo desde vehículo (%),%,2024,1,Tarapacá,10.87,7.04,14.69,regional
den_rddv,ENUSC 2024 (INE),Tasa de denuncia: robo desde vehículo (%),%,2024,2,Antofagasta,17.68,9.04,26.31,regional
den_rddv,ENUSC 2024 (INE),Tasa de denuncia: robo desde vehículo (%),%,2024,3,Atacama,29.82,18.57,41.06,regional
den_rddv,ENUSC 2024 (INE),Tasa de denuncia: robo desde vehículo (%),%,2024,4,Coquimbo,19.68,11.94,27.42,regional
den_rddv,ENUSC 2024 (INE),Tasa de denuncia: robo desde vehículo (%),%,2024,5,Valparaíso,21.13,14.78,27.48,regional
den_rddv,ENUSC 2024 (INE),Tasa de denuncia: robo desde vehículo (%),%,2024,6,O'Higgins,20.55,12.09,29.02,regional
den_rddv,ENUSC 2024 (INE),Tasa de denuncia: robo desde vehículo (%),%,2024,7,Maule,20.75,10.09,31.41,regional
den_rddv,ENUSC 2024 (INE),Tasa de denuncia: robo desde vehículo (%),%,2024,8,Biobío,27.81,19.83,35.8,regional
den_rddv,ENUSC 2024 (INE),Tasa de denuncia: robo desde vehículo (%),%,2024,9,La Araucanía,28.72,16.37,41.07,regional
den_rddv,ENUSC 2024 (INE),Tasa de denuncia: robo desde vehículo (%),%,2024,10,Los Lagos,19.57,9.74,29.39,regional
den_rddv,ENUSC 2024 (INE),Tasa de denuncia: robo desde vehículo (%),%,2024,11,Aysén,28.38,6.39,50.37,regional
den_rddv,ENUSC 2024 (INE),Tasa de denuncia: robo desde vehículo (%),%,2024,12,Magallanes,11.1,0.56,21.63,regional
den_rddv,ENUSC 2024 (INE),Tasa de denuncia: robo desde vehículo (%),%,2024,13,Metropolitana,23.03,17.8,28.25,regional
den_rddv,ENUSC 2024 (INE),Tasa de denuncia: robo desde vehículo (%),%,2024,14,Los Ríos,27.77,17.63,37.91,regional
den_rddv,ENUSC 2024 (INE),Tasa de denuncia: robo desde vehículo (%),%,2024,15,Arica y Parinacota,14.47,9.5,19.43,regional
den_rddv,ENUSC 2024 (INE),Tasa de denuncia: robo desde vehículo (%),%,2024,16,Ñuble,28.31,17.07,39.54,regional
den_rfv,ENUSC 2024 (INE),Tasa de denuncia: robo en la vivienda (%),%,2024,0,Nacional,39.82,35.29,44.36,regional
den_rfv,ENUSC 2024 (INE),Tasa de denuncia: robo en la vivienda (%),%,2024,1,Tarapacá,39.97,19.66,60.29,regional
den_rfv,ENUSC 2024 (INE),Tasa de denuncia: robo en la vivienda (%),%,2024,2,Antofagasta,40.49,21.42,59.56,regional
den_rfv,ENUSC 2024 (INE),Tasa de denuncia: robo en la vivienda (%),%,2024,3,Atacama,29.76,14.59,44.93,regional
den_rfv,ENUSC 2024 (INE),Tasa de denuncia: robo en la vivienda (%),%,2024,4,Coquimbo,64.91,46.58,83.25,regional
den_rfv,ENUSC 2024 (INE),Tasa de denuncia: robo en la vivienda (%),%,2024,5,Valparaíso,38.53,25.78,51.29,regional
den_rfv,ENUSC 2024 (INE),Tasa de denuncia: robo en la vivienda (%),%,2024,6,O'Higgins,38.68,25.09,52.27,regional
den_rfv,ENUSC 2024 (INE),Tasa de denuncia: robo en la vivienda (%),%,2024,7,Maule,50.09,35.93,64.25,regional
den_rfv,ENUSC 2024 (INE),Tasa de denuncia: robo en la vivienda (%),%,2024,8,Biobío,46.39,34.57,58.21,regional
den_rfv,ENUSC 2024 (INE),Tasa de denuncia: robo en la vivienda (%),%,2024,9,La Araucanía,54.08,35.71,72.44,regional
den_rfv,ENUSC 2024 (INE),Tasa de denuncia: robo en la vivienda (%),%,2024,10,Los Lagos,29.79,13.63,45.94,regional
den_rfv,ENUSC 2024 (INE),Tasa de denuncia: robo en la vivienda (%),%,2024,11,Aysén,21.01,-2.4,44.42,regional
den_rfv,ENUSC 2024 (INE),Tasa de denuncia: robo en la vivienda (%),%,2024,12,Magallanes,65.52,-1.02,132.06,regional
den_rfv,ENUSC 2024 (INE),Tasa de denuncia: robo en la vivienda (%),%,2024,13,Metropolitana,35.64,26.98,44.29,regional
den_rfv,ENUSC 2024 (INE),Tasa de denuncia: robo en la vivienda (%),%,2024,14,Los Ríos,45.12,32.86,57.38,regional
den_rfv,ENUSC 2024 (INE),Tasa de denuncia: robo en la vivienda (%),%,2024,15,Arica y Parinacota,44.33,20.29,68.37,regional
den_rfv,ENUSC 2024 (INE),Tasa de denuncia: robo en la vivienda (%),%,2024,16,Ñuble,33.3,19.79,46.82,regional
den_rps,ENUSC 2024 (INE),Tasa de denuncia: robo por sorpresa (%),%,2024,0,Nacional,31.11,26.57,35.65,regional
den_rps,ENUSC 2024 (INE),Tasa de denuncia: robo por sorpresa (%),%,2024,1,Tarapacá,19.51,5.42,33.6,regional
den_rps,ENUSC 2024 (INE),Tasa de denuncia: robo por sorpresa (%),%,2024,2,Antofagasta,23.95,7.54,40.35,regional
den_rps,ENUSC 2024 (INE),Tasa de denuncia: robo por sorpresa (%),%,2024,3,Atacama,32.49,6.35,58.63,regional
den_rps,ENUSC 2024 (INE),Tasa de denuncia: robo por sorpresa (%),%,2024,4,Coquimbo,41.82,19.19,64.46,regional
den_rps,ENUSC 2024 (INE),Tasa de denuncia: robo por sorpresa (%),%,2024,5,Valparaíso,23.7,14.67,32.73,regional
den_rps,ENUSC 2024 (INE),Tasa de denuncia: robo por sorpresa (%),%,2024,6,O'Higgins,54.24,30.32,78.17,regional
den_rps,ENUSC 2024 (INE),Tasa de denuncia: robo por sorpresa (%),%,2024,7,Maule,7.62,-6.56,21.79,regional
den_rps,ENUSC 2024 (INE),Tasa de denuncia: robo por sorpresa (%),%,2024,8,Biobío,26.61,12.63,40.58,regional
den_rps,ENUSC 2024 (INE),Tasa de denuncia: robo por sorpresa (%),%,2024,9,La Araucanía,24.88,1.47,48.28,regional
den_rps,ENUSC 2024 (INE),Tasa de denuncia: robo por sorpresa (%),%,2024,10,Los Lagos,26.46,1.89,51.04,regional
den_rps,ENUSC 2024 (INE),Tasa de denuncia: robo por sorpresa (%),%,2024,12,Magallanes,72.59,29.51,115.67,regional
den_rps,ENUSC 2024 (INE),Tasa de denuncia: robo por sorpresa (%),%,2024,13,Metropolitana,32.19,26.35,38.04,regional
den_rps,ENUSC 2024 (INE),Tasa de denuncia: robo por sorpresa (%),%,2024,14,Los Ríos,33.52,11.6,55.44,regional
den_rps,ENUSC 2024 (INE),Tasa de denuncia: robo por sorpresa (%),%,2024,15,Arica y Parinacota,33.43,10.64,56.21,regional
den_rps,ENUSC 2024 (INE),Tasa de denuncia: robo por sorpresa (%),%,2024,16,Ñuble,39.5,16.94,62.06,regional
den_rvi,ENUSC 2024 (INE),Tasa de denuncia: robo con violencia (%),%,2024,0,Nacional,41.59,37.04,46.14,regional
den_rvi,ENUSC 2024 (INE),Tasa de denuncia: robo con violencia (%),%,2024,1,Tarapacá,43.81,28.88,58.75,regional
den_rvi,ENUSC 2024 (INE),Tasa de denuncia: robo con violencia (%),%,2024,2,Antofagasta,58.41,35.54,81.27,regional
den_rvi,ENUSC 2024 (INE),Tasa de denuncia: robo con violencia (%),%,2024,3,Atacama,48.32,24.06,72.58,regional
den_rvi,ENUSC 2024 (INE),Tasa de denuncia: robo con violencia (%),%,2024,4,Coquimbo,71.55,49,94.1,regional
den_rvi,ENUSC 2024 (INE),Tasa de denuncia: robo con violencia (%),%,2024,5,Valparaíso,38.5,25.94,51.06,regional
den_rvi,ENUSC 2024 (INE),Tasa de denuncia: robo con violencia (%),%,2024,6,O'Higgins,45.18,24.2,66.17,regional
den_rvi,ENUSC 2024 (INE),Tasa de denuncia: robo con violencia (%),%,2024,7,Maule,80.66,61.51,99.82,regional
den_rvi,ENUSC 2024 (INE),Tasa de denuncia: robo con violencia (%),%,2024,8,Biobío,36.2,23.52,48.89,regional
den_rvi,ENUSC 2024 (INE),Tasa de denuncia: robo con violencia (%),%,2024,9,La Araucanía,31.66,3.83,59.48,regional
den_rvi,ENUSC 2024 (INE),Tasa de denuncia: robo con violencia (%),%,2024,10,Los Lagos,61.76,33.84,89.68,regional
den_rvi,ENUSC 2024 (INE),Tasa de denuncia: robo con violencia (%),%,2024,11,Aysén,100,100,100,regional
den_rvi,ENUSC 2024 (INE),Tasa de denuncia: robo con violencia (%),%,2024,12,Magallanes,43.36,-7.01,93.73,regional
den_rvi,ENUSC 2024 (INE),Tasa de denuncia: robo con violencia (%),%,2024,13,Metropolitana,39.72,33.94,45.49,regional
den_rvi,ENUSC 2024 (INE),Tasa de denuncia: robo con violencia (%),%,2024,14,Los Ríos,26.16,-4.92,57.25,regional
den_rvi,ENUSC 2024 (INE),Tasa de denuncia: robo con violencia (%),%,2024,15,Arica y Parinacota,50.21,32.98,67.45,regional
den_rvi,ENUSC 2024 (INE),Tasa de denuncia: robo con violencia (%),%,2024,16,Ñuble,50.66,23.29,78.03,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2008,0,Nacional,10.29,9.61,10.98,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2009,0,Nacional,9.15,8.51,9.79,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2010,0,Nacional,9.2,8.5,9.9,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2011,0,Nacional,9.56,8.89,10.22,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2012,0,Nacional,8.58,7.88,9.29,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2013,0,Nacional,8.64,7.92,9.36,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2014,0,Nacional,9.78,8.84,10.72,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2015,0,Nacional,9.71,8.95,10.47,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2016,0,Nacional,9.64,9.05,10.24,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2017,0,Nacional,10.2,9.56,10.85,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2018,0,Nacional,9.69,9.19,10.18,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2018,1,Tarapacá,9.08,6.71,11.44,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2018,2,Antofagasta,5.87,4.22,7.51,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2018,3,Atacama,9.94,8.18,11.69,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2018,4,Coquimbo,5.74,4.25,7.22,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2018,5,Valparaíso,10.83,9.46,12.2,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2018,6,O'Higgins,9.43,8.14,10.72,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2018,7,Maule,6.57,4.78,8.36,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2018,8,Biobío,9.18,7.52,10.83,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2018,9,La Araucanía,8.06,5.28,10.84,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2018,10,Los Lagos,6.19,4.53,7.84,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2018,11,Aysén,6.17,3.71,8.64,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2018,12,Magallanes,2.57,1.02,4.12,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2018,13,Metropolitana,11.35,10.48,12.22,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2018,14,Los Ríos,12.16,10,14.32,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2018,15,Arica y Parinacota,6.39,4.51,8.28,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2018,16,Ñuble,8.21,5.02,11.4,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2019,0,Nacional,9,8.24,9.75,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2019,1,Tarapacá,8.15,6.84,9.47,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2019,2,Antofagasta,8.42,3.51,13.33,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2019,3,Atacama,5.75,4.48,7.02,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2019,4,Coquimbo,7.42,5.58,9.26,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2019,5,Valparaíso,7.69,6.13,9.26,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2019,6,O'Higgins,9.94,6.57,13.31,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2019,7,Maule,7.22,5.57,8.86,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2019,8,Biobío,8.34,7.02,9.65,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2019,9,La Araucanía,11.03,6.9,15.16,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2019,10,Los Lagos,6.25,4.28,8.21,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2019,11,Aysén,3.37,1.78,4.96,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2019,12,Magallanes,4.55,2.74,6.35,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2019,13,Metropolitana,10.25,8.83,11.68,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2019,14,Los Ríos,9.25,7.06,11.43,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2019,15,Arica y Parinacota,8.78,6.8,10.75,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2019,16,Ñuble,7.04,5.52,8.57,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2020,0,Nacional,4.7,4.25,5.15,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2020,1,Tarapacá,3.65,1.81,5.5,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2020,2,Antofagasta,4.64,1.87,7.41,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2020,3,Atacama,3.11,1.7,4.53,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2020,4,Coquimbo,6.18,4.53,7.83,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2020,5,Valparaíso,4.92,3.77,6.07,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2020,6,O'Higgins,2.73,1.13,4.33,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2020,7,Maule,3.68,2.17,5.19,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2020,8,Biobío,3.49,2.42,4.57,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2020,9,La Araucanía,6.83,4.2,9.45,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2020,10,Los Lagos,5.52,4.11,6.92,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2020,11,Aysén,2.43,1.52,3.33,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2020,12,Magallanes,1.47,0.43,2.52,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2020,13,Metropolitana,4.85,4.08,5.63,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2020,14,Los Ríos,3.94,1.94,5.94,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2020,15,Arica y Parinacota,4.58,2.46,6.7,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2020,16,Ñuble,8.12,5.13,11.11,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2021,0,Nacional,4.53,3.96,5.1,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2021,1,Tarapacá,3.68,2.35,5,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2021,2,Antofagasta,2.56,1.1,4.03,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2021,3,Atacama,4.14,1.43,6.85,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2021,4,Coquimbo,3.87,2.81,4.92,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2021,5,Valparaíso,5.15,3.74,6.56,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2021,6,O'Higgins,3.09,1.97,4.21,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2021,7,Maule,1.85,0.99,2.72,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2021,8,Biobío,3.15,2.07,4.24,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2021,9,La Araucanía,4.43,2.98,5.88,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2021,10,Los Lagos,0.94,0.45,1.43,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2021,11,Aysén,2.13,1.02,3.25,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2021,12,Magallanes,0.51,0.13,0.88,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2021,13,Metropolitana,5.92,4.77,7.06,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2021,14,Los Ríos,2.77,0.44,5.1,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2021,15,Arica y Parinacota,3.56,1.74,5.39,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2021,16,Ñuble,2.83,1.84,3.83,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2022,0,Nacional,5.62,5.14,6.1,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2022,1,Tarapacá,3,1.81,4.18,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2022,2,Antofagasta,3.77,0.65,6.9,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2022,3,Atacama,2.25,0.73,3.76,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2022,4,Coquimbo,3.82,2.46,5.18,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2022,5,Valparaíso,6.28,5,7.55,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2022,6,O'Higgins,6.5,3.72,9.27,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2022,7,Maule,3.79,2.47,5.1,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2022,8,Biobío,2.62,2.09,3.15,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2022,9,La Araucanía,3.19,1.86,4.52,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2022,10,Los Lagos,5.69,4,7.39,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2022,11,Aysén,3.86,2.19,5.52,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2022,12,Magallanes,1.25,0.67,1.84,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2022,13,Metropolitana,7.03,6.15,7.91,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2022,14,Los Ríos,10.19,4.82,15.56,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2022,15,Arica y Parinacota,3.63,2.57,4.7,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2022,16,Ñuble,2.59,1.24,3.94,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2023,0,Nacional,5.99,5.68,6.29,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2023,1,Tarapacá,4.21,3.03,5.39,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2023,2,Antofagasta,4.28,3.14,5.42,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2023,3,Atacama,5.38,3.52,7.24,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2023,4,Coquimbo,4.19,3.12,5.27,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2023,5,Valparaíso,6.93,6.07,7.78,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2023,6,O'Higgins,4.97,3.45,6.49,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2023,7,Maule,4.34,3.51,5.18,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2023,8,Biobío,5.31,4.49,6.14,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2023,9,La Araucanía,5.71,4.11,7.31,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2023,10,Los Lagos,3.77,2.6,4.94,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2023,11,Aysén,2.5,1.41,3.59,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2023,12,Magallanes,0.81,0.2,1.42,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2023,13,Metropolitana,6.94,6.4,7.48,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2023,14,Los Ríos,9.8,7.43,12.18,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2023,15,Arica y Parinacota,4.3,3.11,5.49,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2023,16,Ñuble,3.52,2.24,4.8,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2024,0,Nacional,7.33,6.82,7.84,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2024,1,Tarapacá,7.06,5.17,8.95,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2024,2,Antofagasta,3.8,2.67,4.94,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2024,3,Atacama,2.58,1.52,3.64,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2024,4,Coquimbo,6.52,5.1,7.94,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2024,5,Valparaíso,9.98,8.66,11.3,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2024,6,O'Higgins,5.75,3.89,7.62,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2024,7,Maule,3.79,2.41,5.18,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2024,8,Biobío,3.41,2.36,4.46,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2024,9,La Araucanía,6.17,4.29,8.05,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2024,10,Los Lagos,5.86,4.29,7.42,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2024,11,Aysén,1.82,0.88,2.75,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2024,12,Magallanes,1.99,1.03,2.95,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2024,13,Metropolitana,9.08,8.11,10.05,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2024,14,Los Ríos,5.79,4.2,7.39,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2024,15,Arica y Parinacota,5.32,3.93,6.71,regional
enusc_hur,ENUSC (INE),Hurto (%),%,2024,16,Ñuble,6,4.56,7.43,regional
enusc_les,ENUSC (INE),Lesiones (%),%,2008,0,Nacional,3.04,2.7,3.38,nacional
enusc_les,ENUSC (INE),Lesiones (%),%,2009,0,Nacional,3.42,2.85,4,nacional
enusc_les,ENUSC (INE),Lesiones (%),%,2010,0,Nacional,2.08,1.72,2.44,nacional
enusc_les,ENUSC (INE),Lesiones (%),%,2011,0,Nacional,2.77,2.4,3.14,nacional
enusc_les,ENUSC (INE),Lesiones (%),%,2012,0,Nacional,1.94,1.48,2.4,nacional
